ID_CLUB;HORA;DIA;COSTO;TIEMPO
BOG07;13:30 - 15:00;L-V;90000;HORA Y MEDIA
BOG07;16:00 - 17:30;L-V;90000;HORA Y MEDIA
BOG07;17:30 - 19:00;L-V;190000;HORA Y MEDIA
BOG07;19:00 - 20:30;L-V;190000;HORA Y MEDIA
BOG07;20:30 - 22:00;L-V;190000;HORA Y MEDIA
BOG07;22:00 - 23:30;L-V;120000;HORA Y MEDIA
BOG07;07:30 - 09:00;S-F;190000;HORA Y MEDIA
BOG07;09:00 - 10:30;S-F;190000;HORA Y MEDIA
BOG07;10:30 - 12:00;S-F;190000;HORA Y MEDIA
BOG08;12:00 - 13:30;L-V;99000;HORA Y MEDIA
BOG08;13:30 - 15:00;L-V;80000;HORA Y MEDIA
BOG08;15:00 - 16:30;L-V;80000;HORA Y MEDIA
BOG08;16:30 - 18:00;L-V;80000;HORA Y MEDIA
BOG08;18:00 - 19:30;L-V;175000;HORA Y MEDIA
BOG08;19:30 - 21:00;L-V;175000;HORA Y MEDIA
BOG08;21:00 - 22:30;L-V;175000;HORA Y MEDIA
BOG08;22:30 - 00:00;L-V;99000;HORA Y MEDIA
BOG08;06:00 - 07:30;S-F;80000;HORA Y MEDIA
BOG08;07:30 - 09:00;S-F;157500;HORA Y MEDIA
BOG08;09:00 - 10:30;S-F;157500;HORA Y MEDIA
BOG08;10:30 - 12:00;S-F;157500;HORA Y MEDIA
BOG08;22:00 - 23:30;S-F;99000;HORA Y MEDIA
BOG09;06:00 - 07:30;L-V;100000;HORA Y MEDIA
BOG09;07:30 - 09:00;L-V;120000;HORA Y MEDIA
BOG09;09:00 - 10:30;L-V;90000;HORA Y MEDIA
BOG09;10:30 - 12:00;L-V;90000;HORA Y MEDIA
BOG09;12:00 - 13:30;L-V;90000;HORA Y MEDIA
BOG09;13:30 - 15:00;L-V;90000;HORA Y MEDIA
BOG09;15:00 - 16:30;L-V;90000;HORA Y MEDIA
BOG09;16:30 - 18:00;L-V;90000;HORA Y MEDIA
BOG09;18:00 - 19:30;L-V;170000;HORA Y MEDIA
BOG09;19:30 - 21:00;L-V;170000;HORA Y MEDIA
BOG09;21:00 - 22:30;L-V;170000;HORA Y MEDIA
BOG09;22:30 - 00:00;L-V;100000;HORA Y MEDIA
BOG09;06:00 - 07:30;S-F;140000;HORA Y MEDIA
BOG09;07:30 - 09:00;S-F;180000;HORA Y MEDIA
BOG09;09:00 - 10:30;S-F;180000;HORA Y MEDIA
BOG09;10:30 - 12:00;S-F;180000;HORA Y MEDIA
BOG09;12:00 - 13:30;S-F;160000;HORA Y MEDIA
BOG09;13:30 - 15:00;S-F;120000;HORA Y MEDIA
BOG09;15:00 - 16:30;S-F;120000;HORA Y MEDIA
BOG09;16:30 - 18:00;S-F;120000;HORA Y MEDIA
BOG09;18:00 - 19:30;S-F;120000;HORA Y MEDIA
BOG09;19:30 - 21:00;S-F;120000;HORA Y MEDIA
BOG09;21:00 - 22:30;S-F;120000;HORA Y MEDIA
BOG09;22:30 - 00:00;S-F;120000;HORA Y MEDIA
BOG10;18:00 - 19:30;L-V;220000;HORA Y MEDIA
BOG10;19:30 - 21:00;L-V;220000;HORA Y MEDIA
BOG10;21:00 - 22:30;L-V;220000;HORA Y MEDIA
BOG10;06:00 - 07:30;S-F;120000;HORA Y MEDIA
BOG10;07:30 - 09:00;S-F;220000;HORA Y MEDIA
BOG10;09:00 - 10:30;S-F;220000;HORA Y MEDIA
BOG10;10:30 - 12:00;S-F;220000;HORA Y MEDIA
BOG11;12:00 - 13:30;L-V;90000;HORA Y MEDIA
BOG11;13:30 - 15:00;L-V;80000;HORA Y MEDIA
BOG11;18:00 - 19:30;L-V;180000;HORA Y MEDIA
BOG11;19:30 - 21:00;L-V;180000;HORA Y MEDIA
BOG11;21:00 - 22:30;L-V;150000;HORA Y MEDIA
BOG12;12:00 - 13:30;L-V;80000;HORA Y MEDIA
BOG12;13:30 - 15:00;L-V;80000;HORA Y MEDIA
BOG12;16:00 - 17:30;L-V;80000;HORA Y MEDIA
BOG12;17:30 - 19:00;L-V;135000;HORA Y MEDIA
BOG12;19:00 - 20:30;L-V;135000;HORA Y MEDIA
BOG12;20:30 - 22:00;L-V;135000;HORA Y MEDIA
BOG12;06:00 - 07:30;S-F;80000;HORA Y MEDIA
BOG12;07:30 - 09:00;S-F;135000;HORA Y MEDIA
BOG12;09:00 - 10:30;S-F;135000;HORA Y MEDIA
BOG12;10:30 - 12:00;S-F;135000;HORA Y MEDIA
BOG13;06:00 - 07:30;L-V;50000;HORA Y MEDIA
BOG13;07:30 - 09:00;L-V;50000;HORA Y MEDIA
BOG13;09:00 - 10:30;L-V;50000;HORA Y MEDIA
BOG13;10:30 - 12:00;L-V;50000;HORA Y MEDIA
BOG13;12:00 - 13:30;L-V;50000;HORA Y MEDIA
BOG13;13:30 - 15:00;L-V;50000;HORA Y MEDIA
BOG13;16:00 - 17:30;L-V;70000;HORA Y MEDIA
BOG13;17:30 - 19:00;L-V;100000;HORA Y MEDIA
BOG13;19:00 - 20:30;L-V;100000;HORA Y MEDIA
BOG13;20:30 - 22:00;L-V;100000;HORA Y MEDIA
BOG13;06:00 - 07:30;S-F;60000;HORA Y MEDIA
BOG13;07:30 - 09:00;S-F;60000;HORA Y MEDIA
BOG13;09:00 - 10:30;S-F;60000;HORA Y MEDIA
BOG13;10:30 - 12:00;S-F;60000;HORA Y MEDIA
BOG13;12:00 - 13:30;S-F;60000;HORA Y MEDIA
BOG14;18:00 - 19:30;L-V;220000;HORA Y MEDIA
BOG14;19:30 - 21:00;L-V;220000;HORA Y MEDIA
BOG14;21:00 - 22:30;L-V;220000;HORA Y MEDIA
BOG14;07:30 - 09:00;S-F;220000;HORA Y MEDIA
BOG14;09:00 - 10:30;S-F;220000;HORA Y MEDIA
BOG14;10:30 - 12:00;S-F;220000;HORA Y MEDIA
BOG15;06:00 - 07:30;L-V;180000;HORA Y MEDIA
BOG15;07:30 - 09:00;L-V;180000;HORA Y MEDIA
BOG15;12:00 - 13:30;L-V;180000;HORA Y MEDIA
BOG15;13:30 - 15:00;L-V;180000;HORA Y MEDIA
BOG15;18:00 - 19:30;L-V;180000;HORA Y MEDIA
BOG15;19:30 - 21:00;L-V;180000;HORA Y MEDIA
BOG15;06:00 - 07:30;S-F;180000;HORA Y MEDIA
BOG15;07:30 - 09:00;S-F;180000;HORA Y MEDIA
BOG15;09:00 - 10:30;S-F;180000;HORA Y MEDIA
BOG15;10:30 - 12:00;S-F;180000;HORA Y MEDIA
BOG15;12:00 - 13:30;S-F;180000;HORA Y MEDIA
BOG15;13:30 - 15:00;S-F;180000;HORA Y MEDIA
BOG15;15:00 - 16:30;S-F;180000;HORA Y MEDIA
BOG15;16:30 - 18:00;S-F;180000;HORA Y MEDIA
BOG15;18:00 - 19:30;S-F;180000;HORA Y MEDIA
BOG15;19:30 - 21:00;S-F;180000;HORA Y MEDIA
BOG15;21:00 - 22:30;S-F;180000;HORA Y MEDIA
BOG16;19:00 - 20:30;L-V;160000;HORA Y MEDIA
BOG16;20:30 - 22:00;L-V;160000;HORA Y MEDIA
BOG16;07:00 - 08:30;S-F;160000;HORA Y MEDIA
BOG16;08:30 - 10:00;S-F;160000;HORA Y MEDIA
BOG16;10:00 - 11:30;S-F;160000;HORA Y MEDIA
BOG16;11:30 - 13:00;S-F;160000;HORA Y MEDIA
BOG17;18:00 - 19:30;L-V;170000;HORA Y MEDIA
BOG17;19:30 - 21:00;L-V;170000;HORA Y MEDIA
BOG17;21:00 - 22:30;L-V;170000;HORA Y MEDIA
BOG17;06:00 - 07:30;S-F;170000;HORA Y MEDIA
BOG17;07:30 - 09:00;S-F;170000;HORA Y MEDIA
BOG17;09:00 - 10:30;S-F;170000;HORA Y MEDIA
BOG17;10:30 - 12:00;S-F;170000;HORA Y MEDIA
BOG20;12:00 - 13:30;L-V;90000;HORA Y MEDIA
BOG20;13:30 - 15:00;L-V;80000;HORA Y MEDIA
BOG20;16:00 - 17:30;L-V;100000;HORA Y MEDIA
BOG20;17:30 - 19:00;L-V;140000;HORA Y MEDIA
BOG20;19:00 - 20:30;L-V;180000;HORA Y MEDIA
BOG20;20:00 - 21:30;L-V;180000;HORA Y MEDIA
BOG20;20:30 - 22:00;L-V;180000;HORA Y MEDIA
BOG20;21:30 - 23:00;L-V;150000;HORA Y MEDIA
BOG20;22:00 - 23:30;L-V;100000;HORA Y MEDIA
BOG21;17:00 - 18:30;L-V;190000;HORA Y MEDIA
BOG21;18:30 - 20:00;L-V;190000;HORA Y MEDIA
BOG21;20:00 - 21:30;L-V;190000;HORA Y MEDIA
BOG21;21:30 - 23:00;L-V;190000;HORA Y MEDIA
BOG21;23:00 - 00:30;L-V;150000;HORA Y MEDIA
BOG21;06:00 - 07:30;S-F;150000;HORA Y MEDIA
BOG21;07:30 - 09:00;S-F;190000;HORA Y MEDIA
BOG21;09:00 - 10:30;S-F;190000;HORA Y MEDIA
BOG21;10:30 - 12:00;S-F;190000;HORA Y MEDIA
BOG21;12:00 - 13:30;S-F;150000;HORA Y MEDIA
BOG21;13:30 - 15:00;S-F;150000;HORA Y MEDIA
BOG21;15:00 - 16:30;S-F;150000;HORA Y MEDIA
BOG21;16:30 - 18:00;S-F;150000;HORA Y MEDIA
BOG21;18:00 - 19:30;S-F;150000;HORA Y MEDIA
BOG21;19:30 - 21:00;S-F;150000;HORA Y MEDIA
BOG21;21:00 - 22:30;S-F;150000;HORA Y MEDIA
BOG21;22:30 - 00:00;S-F;150000;HORA Y MEDIA
BOG22;15:00 - 16:30;L-V;110000;HORA Y MEDIA
BOG22;16:30 - 18:00;L-V;110000;HORA Y MEDIA
BOG22;18:00 - 19:30;L-V;220000;HORA Y MEDIA
BOG22;19:30 - 21:00;L-V;220000;HORA Y MEDIA
BOG22;21:00 - 22:30;L-V;220000;HORA Y MEDIA
BOG22;06:00 - 07:30;S-F;110000;HORA Y MEDIA
BOG22;07:30 - 09:00;S-F;220000;HORA Y MEDIA
BOG22;09:00 - 10:30;S-F;220000;HORA Y MEDIA
BOG22;10:30 - 12:00;S-F;220000;HORA Y MEDIA
BOG23;06:00 - 07:30;L-V;160000;HORA Y MEDIA
BOG23;07:30 - 09:00;L-V;160000;HORA Y MEDIA
BOG23;09:00 - 10:30;L-V;160000;HORA Y MEDIA
BOG23;10:30 - 12:00;L-V;160000;HORA Y MEDIA
BOG23;12:00 - 13:30;L-V;160000;HORA Y MEDIA
BOG23;16:00 - 17:30;L-V;160000;HORA Y MEDIA
BOG23;17:30 - 19:00;L-V;160000;HORA Y MEDIA
BOG23;19:00 - 20:30;L-V;160000;HORA Y MEDIA
BOG23;20:30 - 22:00;L-V;160000;HORA Y MEDIA
BOG23;06:00 - 07:30;S-F;160000;HORA Y MEDIA
BOG23;07:30 - 09:00;S-F;160000;HORA Y MEDIA
BOG23;09:00 - 10:30;S-F;160000;HORA Y MEDIA
BOG23;10:30 - 12:00;S-F;160000;HORA Y MEDIA
BOG23;12:00 - 13:30;S-F;160000;HORA Y MEDIA
BOG23;16:00 - 17:30;S-F;160000;HORA Y MEDIA
BOG23;17:30 - 19:00;S-F;160000;HORA Y MEDIA
BOG23;19:00 - 20:30;S-F;160000;HORA Y MEDIA
BOG23;20:30 - 22:00;S-F;160000;HORA Y MEDIA
